"ClarityName","Months","busDays","actualDays","fte","Role","Team","Director","VP"
"Luke Weiss",2017-05-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Luke Weiss",2017-06-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Luke Weiss",2017-07-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Luke Weiss",2017-08-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Luke Weiss",2017-09-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Luke Weiss",2017-10-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Luke Weiss",2017-11-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Luke Weiss",2017-12-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marina Lichtenstein",2015-01-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-02-01,20,20,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-03-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-04-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-05-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-06-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-07-01,23,23,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-08-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-09-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-10-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-11-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2015-12-01,23,23,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-01-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-02-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-03-01,23,23,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-04-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-05-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-06-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-07-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-08-01,23,23,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-09-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-10-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-11-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2016-12-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-01-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-02-01,20,20,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-03-01,23,23,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-04-01,20,20,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-05-01,23,23,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-06-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-07-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-08-01,23,23,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-09-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-10-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-11-01,22,22,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marina Lichtenstein",2017-12-01,21,21,1,"Individual Contributor","Operations","Leonardo Dicaprio","Harry Potter"
"Marti Maybury",2016-03-01,23,14,0.61,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2016-04-01,21,21,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2016-05-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2016-06-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2016-07-01,21,21,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2016-08-01,23,23,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2016-09-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2016-10-01,21,21,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2016-11-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2016-12-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-01-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-02-01,20,20,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-03-01,23,23,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-04-01,20,20,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-05-01,23,23,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-06-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-07-01,21,21,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-08-01,23,23,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-09-01,21,21,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-10-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-11-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marti Maybury",2017-12-01,21,21,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-01-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-02-01,20,20,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-03-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-04-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-05-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-06-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-07-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-08-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-09-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-10-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-11-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2015-12-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-01-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-02-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-03-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-04-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-05-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-06-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-07-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-08-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-09-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-10-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-11-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2016-12-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-01-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-02-01,20,20,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-03-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-04-01,20,6,0.3,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-04-01,20,14,0.7,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-05-01,23,23,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-06-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-07-01,21,21,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-08-01,23,23,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-09-01,21,21,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-10-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-11-01,22,22,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Marvel Raymo",2017-12-01,21,21,1,"Individual Contributor","Cloud OPS","Jesusa Shin","Harry Potter"
"Matt Collins",2015-01-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-02-01,20,20,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-03-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-04-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-05-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-06-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-07-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-08-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-09-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-10-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-11-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2015-12-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-01-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-02-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-03-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-04-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-05-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-06-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-07-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-08-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-09-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-10-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-11-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2016-12-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-01-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-02-01,20,20,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-03-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-04-01,20,20,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-05-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-06-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-07-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-08-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-09-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-10-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-11-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matt Collins",2017-12-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Matthew Neither",2015-01-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-02-01,20,20,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-03-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-04-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-05-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-06-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-07-01,23,23,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-08-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-09-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-10-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-11-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2015-12-01,23,23,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-01-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-02-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-03-01,23,23,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-04-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-05-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-06-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-07-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-08-01,23,23,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-09-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-10-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-11-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2016-12-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-01-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-02-01,20,20,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-03-01,23,23,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-04-01,20,20,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-05-01,23,23,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-06-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-07-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-08-01,23,23,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-09-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-10-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-11-01,22,22,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Matthew Neither",2017-12-01,21,21,1,"Individual Contributor","Student AR","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-01-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-02-01,20,20,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-03-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-04-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-05-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-06-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-07-01,23,23,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-08-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-09-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-10-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-11-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2015-12-01,23,23,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-01-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-02-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-03-01,23,23,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-04-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-05-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-06-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-07-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-08-01,23,23,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-09-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-10-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-11-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2016-12-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-01-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-02-01,20,20,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-03-01,23,23,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-04-01,20,20,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-05-01,23,23,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-06-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-07-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-08-01,23,23,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-09-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-10-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-11-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Maurine Yglesias",2017-12-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-01-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-02-01,20,20,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-03-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-04-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-05-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-06-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-07-01,23,23,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-08-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-09-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-10-01,22,22,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-11-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2015-12-01,23,23,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2016-01-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2016-02-01,21,21,1,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merilyn Bayless",2016-03-01,23,11,0.48,"Individual Contributor","Bus Dev","Michael Fassbender","Harry Potter"
"Merlyn Lawler",2015-01-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-02-01,20,20,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-03-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-04-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-05-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-06-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-07-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-08-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-09-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-10-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-11-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2015-12-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-01-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-02-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-03-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-04-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-05-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-06-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-07-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-08-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-09-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-10-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-11-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2016-12-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2017-01-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2017-02-01,20,20,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2017-03-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2017-04-01,20,20,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Merlyn Lawler",2017-05-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
